"true_m","r_obs","posterior_prob","bayes_call","fixed_call"
0,0.00665306833103297,0.332492239268083,"normal","normal"
0,-0.093170901812825,0.0965172274248951,"normal","normal"
0,0.0943069213723394,0.691484611070362,"mosaic-relevant","normal"
0,-0.0698977201731401,0.132408894602226,"normal","normal"
0,-0.00207894858445365,0.302690030104301,"normal","normal"
0,-0.133486070668138,0.054189888301806,"normal","normal"
0,0.097230548212851,0.703387254127732,"mosaic-relevant","normal"
0,-0.0710350511240516,0.130421857188223,"normal","normal"
0,-0.013911968392491,0.265169670330827,"normal","normal"
0,-0.0525587181678504,0.165973368480661,"normal","normal"
0,0.0310866369920238,0.424543355331329,"normal","normal"
0,0.0367121115230465,0.447284106718139,"normal","normal"
0,-0.0422363306170849,0.189044771862959,"normal","normal"
0,-0.0648143916688255,0.141604192750808,"normal","normal"
0,0.0518208214667359,0.510422574194692,"mosaic-relevant","normal"
0,-0.0432673474928221,0.186631834241438,"normal","normal"
0,0.00685640441272127,0.33320696866804,"normal","normal"
0,-0.0128373283395716,0.268438323935684,"normal","normal"
0,-0.000305446349787419,0.308600192804949,"normal","normal"
0,-0.00048205418417886,0.308008350087744,"normal","normal"
0,0.0841089490458499,0.648986017066935,"mosaic-relevant","normal"
0,-0.0533845829110946,0.164230147028834,"normal","normal"
0,-0.0975145899270482,0.0908512295339247,"normal","normal"
0,0.0136760789334074,0.357706338964771,"normal","normal"
0,-0.0564487257864115,0.157892097977025,"normal","normal"
0,-0.0242986701446508,0.235018628749921,"normal","normal"
0,0.0101801433415664,0.345020395925539,"normal","normal"
0,-0.0574194266852954,0.155926475471634,"normal","normal"
0,-0.00502777434764346,0.293027075478138,"normal","normal"
0,-0.00289228541944216,0.300004304635374,"normal","normal"
0,-0.0296240740356412,0.220570937666446,"normal","normal"
0,-0.065837652159157,0.139711425756613,"normal","normal"
0,-0.0197268140667653,0.247968045916185,"normal","normal"
0,-0.0433010776147214,0.1865533064729,"normal","normal"
0,0.012695816044998,0.354122685468785,"normal","normal"
0,-0.0247167623161096,0.233859643533461,"normal","normal"
0,-0.054093157545002,0.162746380802919,"normal","normal"
0,0.114776514081332,0.771178857616984,"mosaic-relevant","normal"
0,0.0800210793999339,0.631619843652969,"mosaic-relevant","normal"
0,0.113735362119465,0.767358690228164,"mosaic-relevant","normal"
0,-0.00240599223844194,0.301608224262812,"normal","normal"
0,0.0617861166855199,0.553145184968844,"mosaic-relevant","normal"
0,-0.0500312927576868,0.171401498331749,"normal","normal"
0,0.0571180057508177,0.533066577130824,"mosaic-relevant","normal"
0,0.047244596718955,0.491035773291727,"normal","normal"
0,-0.0470837035429726,0.177911549867452,"normal","normal"
0,-0.0806384548881424,0.114629948784903,"normal","normal"
0,-0.0424288421778864,0.188592371987361,"normal","normal"
0,0.0271192463571692,0.40881549673234,"normal","normal"
0,0.0107119552358185,0.346933176457965,"normal","normal"
0,0.071170343165966,0.593631905086876,"mosaic-relevant","normal"
0,-0.04654490819672,0.179122638171495,"normal","normal"
0,-0.00576975091231279,0.290628160084103,"normal","normal"
0,0.0345701873713593,0.438567881558042,"normal","normal"
0,-0.0855833527128702,0.107159096037736,"normal","normal"
0,-0.0281957398403613,0.224379054551113,"normal","normal"
0,-0.020138880804243,0.246780148245042,"normal","normal"
0,0.066309935675073,0.57266055886187,"mosaic-relevant","normal"
0,0.02069709887913,0.383957174933115,"normal","normal"
0,0.00545260334976701,0.328291544721931,"normal","normal"
0,0.0346607582993247,0.438935052030085,"normal","normal"
0,0.00443448310057586,0.324754458904718,"normal","normal"
0,-0.0521392322790609,0.166864540944229,"normal","normal"
0,0.0175784893263773,0.372172857323834,"normal","normal"
0,-0.0227369680298669,0.239385146937081,"normal","normal"
0,0.214720849643587,0.979182381137141,"mosaic-relevant","mosaic-relevant"
0,-0.0233786463031735,0.237583879105692,"normal","normal"
0,-0.0166364470731271,0.25700805387403,"normal","normal"
0,-0.0436058620378502,0.185844914399886,"normal","normal"
0,0.0262023105998701,0.405219603116889,"normal","normal"
0,-0.0489088117831803,0.173857682656722,"normal","normal"
0,0.0427607144280856,0.47224386045098,"normal","normal"
0,-0.0865107747006112,0.105805874555641,"normal","normal"
0,-0.0728788928303117,0.127254048254635,"normal","normal"
0,0.00170786410595513,0.315398442741561,"normal","normal"
0,0.0100766749187575,0.344648966481253,"normal","normal"
0,-0.130076372599698,0.0569735974958743,"normal","normal"
0,-0.0374030296176047,0.200684387469441,"normal","normal"
0,-0.150404312310875,0.042133897668961,"normal","mosaic-relevant"
0,0.0208821919768045,0.384662652503045,"normal","normal"
0,-0.00826303665413123,0.28266321589912,"normal","normal"
0,0.048607408055969,0.496789217687608,"normal","normal"
0,0.0830954707823712,0.644694750112126,"mosaic-relevant","normal"
0,0.00846009933965352,0.338876358280403,"normal","normal"
0,-0.0057302957551921,0.290755394413034,"normal","normal"
0,-0.0800136882631004,0.115605049506282,"normal","normal"
0,0.0840684485951976,0.648814725620547,"mosaic-relevant","normal"
0,0.00975779753348309,0.343505739765619,"normal","normal"
0,0.0703597606363619,0.590136827522028,"mosaic-relevant","normal"
0,0.0863000232171556,0.658227090813035,"mosaic-relevant","normal"
0,-0.0619855446962545,0.146948370098022,"normal","normal"
0,-0.0415083309703983,0.190763285394381,"normal","normal"
0,-0.0251470739864812,0.232671191507855,"normal","normal"
0,0.115003315729028,0.772007243379292,"mosaic-relevant","normal"
0,-0.0127863263051882,0.268594146844482,"normal","normal"
0,-0.0425703567851284,0.188260358340521,"normal","normal"
0,-0.00425333450631695,0.295544900591572,"normal","normal"
0,0.0186191972069031,0.376083740857166,"normal","normal"
0,0.108266806485064,0.746842472328511,"mosaic-relevant","normal"
0,0.0646571129214963,0.565527123322992,"mosaic-relevant","normal"
0,-0.0396030851852476,0.195318833573194,"normal","normal"
0,-0.021726069119377,0.242243069933613,"normal","normal"
0,-0.0131194732615037,0.267577442066241,"normal","normal"
0,-0.1168523115216,0.0690446464179369,"normal","normal"
